Date,JPM,BAC,MS,GS
2021-01-04,125.87000274658203,30.030000686645508,68.33000183105469,265.0
2021-01-05,125.6500015258789,30.260000228881836,69.48999786376953,270.92999267578125
2021-01-06,131.5500030517578,32.150001525878906,73.68000030517578,285.54998779296875
2021-01-07,135.8699951171875,32.86000061035156,74.94000244140625,291.6499938964844
2021-01-08,136.02000427246094,32.529998779296875,75.25,290.0799865722656
2021-01-11,138.0500030517578,33.06999969482422,76.05999755859375,293.8299865722656
2021-01-12,140.22000122070312,33.65999984741211,75.80000305175781,302.2099914550781
2021-01-13,140.35000610351562,33.459999084472656,75.55999755859375,302.94000244140625
2021-01-14,141.1699981689453,33.9900016784668,76.47000122070312,307.8699951171875
2021-01-15,138.63999938964844,33.0099983215332,75.23999786376953,301.010009765625
2021-01-19,138.0399932861328,32.77000045776367,74.98999786376953,294.20001220703125
2021-01-20,135.97000122070312,32.34000015258789,74.83999633789062,290.4700012207031
2021-01-21,134.8300018310547,31.770000457763672,74.69999694824219,289.3699951171875
2021-01-22,133.7899932861328,31.549999237060547,74.12999725341797,289.3900146484375
2021-01-25,132.1199951171875,31.15999984741211,72.37999725341797,283.0400085449219
2021-01-26,131.5800018310547,30.940000534057617,71.20999908447266,281.760009765625
2021-01-27,127.86000061035156,29.829999923706055,68.41999816894531,273.3299865722656
2021-01-28,130.11000061035156,30.31999969482422,69.31999969482422,275.0199890136719
2021-01-29,128.6699981689453,29.649999618530273,67.05000305175781,271.1700134277344
2021-02-01,129.6199951171875,29.959999084472656,67.66999816894531,274.7300109863281
2021-02-02,133.61000061035156,31.030000686645508,70.94999694824219,286.9700012207031
2021-02-03,135.13999938964844,31.579999923706055,70.5999984741211,288.54998779296875
2021-02-04,138.25,32.5,72.29000091552734,293.75
2021-02-05,137.97999572753906,32.369998931884766,73.22000122070312,293.5
2021-02-08,140.13999938964844,33.09000015258789,74.2300033569336,300.1499938964844
2021-02-09,139.5800018310547,32.95000076293945,74.23999786376953,300.4599914550781
2021-02-10,139.66000366210938,32.97999954223633,74.33000183105469,304.2799987792969
2021-02-11,139.27000427246094,32.880001068115234,73.72000122070312,302.32000732421875
2021-02-12,141.25,33.369998931884766,74.61000061035156,306.32000732421875
2021-02-16,144.64999389648438,34.27000045776367,76.05000305175781,311.9599914550781
2021-02-17,145.10000610351562,34.40999984741211,75.44999694824219,312.739990234375
2021-02-18,145.58999633789062,34.189998626708984,74.83000183105469,309.8999938964844
2021-02-19,148.02000427246094,34.540000915527344,76.0,315.6199951171875
2021-02-22,149.41000366210938,35.150001525878906,77.4000015258789,316.8699951171875
2021-02-23,150.61000061035156,35.52000045776367,77.5,319.2099914550781
2021-02-24,153.25999450683594,36.380001068115234,79.87999725341797,330.6400146484375
2021-02-25,151.17999267578125,35.93000030517578,78.43000030517578,327.760009765625
2021-02-26,147.1699981689453,34.709999084472656,76.87000274658203,319.4800109863281
2021-03-01,150.5,35.790000915527344,79.16000366210938,329.9200134277344
2021-03-02,150.00999450683594,35.529998779296875,80.79000091552734,330.94000244140625
2021-03-03,152.91000366210938,36.41999816894531,82.05999755859375,334.42999267578125
2021-03-04,150.55999755859375,36.5,81.11000061035156,329.2900085449219
2021-03-05,150.91000366210938,36.93000030517578,80.87000274658203,327.3699951171875
2021-03-08,152.91000366210938,37.130001068115234,81.0999984741211,334.19000244140625
2021-03-09,151.8300018310547,36.31999969482422,80.8499984741211,330.5899963378906
2021-03-10,155.1300048828125,37.369998931884766,83.08999633789062,342.0199890136719
2021-03-11,154.32000732421875,37.2400016784668,83.25,342.1000061035156
2021-03-12,156.14999389648438,37.939998626708984,84.33999633789062,348.80999755859375
2021-03-15,155.3699951171875,37.75,83.86000061035156,346.04998779296875
2021-03-16,153.50999450683594,37.63999938964844,82.54000091552734,341.7099914550781
2021-03-17,155.08999633789062,37.95000076293945,83.86000061035156,344.95001220703125
2021-03-18,157.64999389648438,38.939998626708984,83.94000244140625,348.0
2021-03-19,155.13999938964844,38.529998779296875,82.94000244140625,344.20001220703125
2021-03-22,150.97000122070312,37.65999984741211,81.91999816894531,339.3299865722656
2021-03-23,149.4600067138672,36.900001525878906,79.12000274658203,331.7699890136719
2021-03-24,150.6199951171875,36.900001525878906,79.33000183105469,328.6499938964844
2021-03-25,152.5500030517578,37.65999984741211,80.12999725341797,330.54998779296875
2021-03-26,155.08999633789062,38.68000030517578,79.9800033569336,327.3900146484375
2021-03-29,152.67999267578125,38.310001373291016,77.87999725341797,325.7300109863281
2021-03-30,154.47999572753906,38.9900016784668,79.08999633789062,332.010009765625
2021-03-31,152.22999572753906,38.689998626708984,77.66000366210938,327.0
2021-04-01,153.7100067138672,39.4900016784668,78.22000122070312,327.6400146484375
2021-04-05,153.6199951171875,39.79999923706055,78.0,323.5400085449219
2021-04-06,152.5399932861328,39.689998626708984,79.08999633789062,327.05999755859375
2021-04-07,154.92999267578125,40.04999923706055,79.04000091552734,326.54998779296875
2021-04-08,155.1199951171875,39.70000076293945,80.19999694824219,331.1400146484375
2021-04-09,156.27999877929688,39.9900016784668,80.72000122070312,330.80999755859375
2021-04-12,155.9499969482422,40.060001373291016,80.18000030517578,331.8399963378906
2021-04-13,154.08999633789062,39.31999969482422,79.52999877929688,327.67999267578125
2021-04-14,151.2100067138672,39.880001068115234,80.79000091552734,335.3500061035156
2021-04-15,152.1699981689453,38.7400016784668,80.81999969482422,338.54998779296875
2021-04-16,153.3000030517578,39.150001525878906,78.58999633789062,342.30999755859375
2021-04-19,152.64999389648438,39.16999816894531,80.02999877929688,343.0899963378906
2021-04-20,149.27000427246094,38.08000183105469,77.29000091552734,331.8800048828125
2021-04-21,150.5399932861328,38.720001220703125,79.25,335.2699890136719
2021-04-22,147.3699951171875,38.36000061035156,78.29000091552734,330.8500061035156
2021-04-23,150.19000244140625,39.18000030517578,80.94999694824219,339.3500061035156
2021-04-26,150.55999755859375,39.40999984741211,81.5199966430664,343.5199890136719
2021-04-27,151.25,39.880001068115234,81.95999908447266,346.6300048828125
2021-04-28,152.22999572753906,40.029998779296875,82.7300033569336,348.1099853515625
2021-04-29,155.19000244140625,41.11000061035156,83.63999938964844,352.9700012207031
2021-04-30,153.80999755859375,40.529998779296875,82.55000305175781,348.45001220703125
2021-05-03,153.36000061035156,40.560001373291016,82.45999908447266,350.1600036621094
2021-05-04,155.47999572753906,41.0,82.63999938964844,349.8399963378906
2021-05-05,157.52000427246094,41.38999938964844,84.51000213623047,357.6199951171875
2021-05-06,160.69000244140625,42.0099983215332,86.83000183105469,365.9700012207031
2021-05-07,161.24000549316406,42.18000030517578,87.69999694824219,370.8900146484375
2021-05-10,161.22000122070312,42.04999923706055,86.47000122070312,368.67999267578125
2021-05-11,158.5399932861328,41.56999969482422,84.91999816894531,359.9200134277344
2021-05-12,157.4499969482422,41.18000030517578,83.68000030517578,354.3999938964844
2021-05-13,161.5,41.84000015258789,84.86000061035156,358.80999755859375
2021-05-14,164.00999450683594,42.36000061035156,87.3499984741211,368.7699890136719
2021-05-17,164.6699981689453,42.7400016784668,88.08999633789062,369.25
2021-05-18,162.35000610351562,42.15999984741211,86.97000122070312,364.55999755859375
2021-05-19,161.11000061035156,41.970001220703125,86.05000305175781,358.3800048828125
2021-05-20,160.8300018310547,41.869998931884766,86.47000122070312,359.7799987792969
2021-05-21,162.66000366210938,42.400001525878906,88.33999633789062,366.260009765625
2021-05-24,163.5399932861328,42.630001068115234,89.69000244140625,368.2900085449219
2021-05-25,161.85000610351562,42.0099983215332,88.86000061035156,364.510009765625
2021-05-26,161.8300018310547,42.040000915527344,89.3499984741211,367.3999938964844
2021-05-27,164.35000610351562,42.54999923706055,90.30000305175781,371.3699951171875
2021-05-28,164.24000549316406,42.38999938964844,90.94999694824219,372.0199890136719
2021-06-01,166.0500030517578,42.91999816894531,92.11000061035156,382.44000244140625
2021-06-02,166.05999755859375,42.939998626708984,92.76000213623047,383.44000244140625
2021-06-03,166.1699981689453,43.25,93.3499984741211,388.7200012207031
2021-06-04,166.44000244140625,43.27000045776367,93.95999908447266,391.45001220703125
2021-06-07,165.66000366210938,43.119998931884766,93.20999908447266,388.1600036621094
2021-06-08,165.0,42.880001068115234,92.79000091552734,384.70001220703125
2021-06-09,162.94000244140625,42.31999969482422,92.66999816894531,382.7799987792969
2021-06-10,160.39999389648438,41.689998626708984,91.68000030517578,373.94000244140625
2021-06-11,160.2899932861328,41.86000061035156,92.05000305175781,378.04998779296875
2021-06-14,157.57000732421875,41.36000061035156,90.72000122070312,372.9200134277344
2021-06-15,155.17999267578125,41.38999938964844,90.69999694824219,371.29998779296875
2021-06-16,156.27000427246094,41.619998931884766,91.0999984741211,371.0
2021-06-17,151.75999450683594,39.79999923706055,87.91000366210938,361.5
2021-06-18,147.9199981689453,38.779998779296875,84.08999633789062,348.8299865722656
2021-06-21,150.42999267578125,39.75,85.94000244140625,357.5400085449219
2021-06-22,150.2100067138672,39.970001220703125,85.69999694824219,357.5299987792969
2021-06-23,151.1199951171875,40.20000076293945,85.87000274658203,361.04998779296875
2021-06-24,152.50999450683594,40.83000183105469,87.08000183105469,368.75
2021-06-25,154.0500030517578,41.619998931884766,88.4000015258789,368.7699890136719
2021-06-28,154.3300018310547,41.560001373291016,87.69999694824219,368.7099914550781
2021-06-29,154.13999938964844,40.88999938964844,90.63999938964844,372.6199951171875
2021-06-30,155.5399932861328,41.22999954223633,91.69000244140625,379.5299987792969
2021-07-01,157.0800018310547,41.540000915527344,92.0199966430664,374.989990234375
2021-07-02,156.02999877929688,41.150001525878906,92.02999877929688,374.1600036621094
2021-07-06,153.41000366210938,40.06999969482422,90.20999908447266,369.8599853515625
2021-07-07,153.58999633789062,39.75,90.02999877929688,367.6700134277344
2021-07-08,150.94000244140625,38.779998779296875,87.63999938964844,358.94000244140625
2021-07-09,155.77000427246094,40.040000915527344,90.33000183105469,371.760009765625
2021-07-12,158.0,40.630001068115234,92.75,380.5
2021-07-13,155.64999389648438,39.86000061035156,93.20999908447266,375.9800109863281
2021-07-14,155.1199951171875,38.86000061035156,92.45999908447266,374.3999938964844
2021-07-15,155.4600067138672,38.83000183105469,92.62999725341797,373.3500061035156
2021-07-16,151.91000366210938,37.91999816894531,91.25,364.79998779296875
2021-07-19,146.97000122070312,36.93000030517578,89.3499984741211,354.7200012207031
2021-07-20,149.7100067138672,37.689998626708984,92.31999969482422,364.760009765625
2021-07-21,152.86000061035156,38.459999084472656,95.68000030517578,373.5
2021-07-22,150.92999267578125,37.959999084472656,95.56999969482422,372.7099914550781
2021-07-23,150.63999938964844,37.70000076293945,94.55000305175781,374.04998779296875
2021-07-26,151.64999389648438,38.130001068115234,96.54000091552734,375.8999938964844
2021-07-27,151.4499969482422,37.97999954223633,96.4800033569336,374.8399963378906
2021-07-28,151.6999969482422,38.130001068115234,96.06999969482422,374.2300109863281
2021-07-29,153.0,38.68000030517578,96.27999877929688,377.54998779296875
2021-07-30,151.77999877929688,38.36000061035156,95.9800033569336,374.8800048828125
2021-08-02,151.1699981689453,37.959999084472656,96.2300033569336,378.19000244140625
2021-08-03,152.88999938964844,38.54999923706055,96.5999984741211,380.3599853515625
2021-08-04,151.24000549316406,38.27000045776367,96.29000091552734,377.8599853515625
2021-08-05,153.14999389648438,39.02000045776367,97.83000183105469,384.29998779296875
2021-08-06,157.5,40.150001525878906,99.7300033569336,397.8900146484375
2021-08-09,157.3300018310547,40.66999816894531,100.73999786376953,399.8800048828125
2021-08-10,159.25999450683594,41.43000030517578,102.04000091552734,407.9700012207031
2021-08-11,161.16000366210938,41.95000076293945,103.87999725341797,413.8900146484375
2021-08-12,161.7899932861328,42.150001525878906,104.66999816894531,415.0
2021-08-13,159.97999572753906,41.630001068115234,103.94000244140625,410.7799987792969
2021-08-16,158.92999267578125,41.290000915527344,103.72000122070312,408.3500061035156
2021-08-17,157.00999450683594,41.09000015258789,102.87000274658203,404.9700012207031
2021-08-18,155.5800018310547,40.790000915527344,101.26000213623047,398.79998779296875
2021-08-19,154.27999877929688,40.189998626708984,99.7300033569336,393.57000732421875
2021-08-20,154.72000122070312,40.369998931884766,100.66000366210938,395.8699951171875
2021-08-23,156.6999969482422,40.90999984741211,102.16000366210938,401.45001220703125
2021-08-24,157.6699981689453,41.47999954223633,103.08999633789062,408.55999755859375
2021-08-25,160.9199981689453,42.150001525878906,104.08999633789062,413.1199951171875
2021-08-26,161.75,42.040000915527344,103.83999633789062,412.4100036621094
2021-08-27,163.0500030517578,42.4900016784668,105.44999694824219,419.69000244140625
2021-08-30,160.44000244140625,41.65999984741211,104.08999633789062,413.6000061035156
2021-08-31,159.9499969482422,41.75,104.43000030517578,413.510009765625
2021-09-01,159.72000122070312,41.189998626708984,104.30999755859375,413.6600036621094
2021-09-02,160.4600067138672,41.02000045776367,104.83000183105469,414.5
2021-09-03,159.49000549316406,41.04999923706055,104.25,411.30999755859375
2021-09-07,159.2100067138672,41.31999969482422,104.18000030517578,410.32000732421875
2021-09-08,158.5,40.779998779296875,103.56999969482422,405.0
2021-09-09,159.19000244140625,40.93000030517578,103.83999633789062,404.5799865722656
2021-09-10,157.36000061035156,40.27000045776367,103.62000274658203,403.4800109863281
2021-09-13,159.86000061035156,40.939998626708984,104.4000015258789,409.260009765625
2021-09-14,157.07000732421875,39.84000015258789,101.91000366210938,403.69000244140625
2021-09-15,158.16000366210938,40.13999938964844,103.04000091552734,401.95001220703125
2021-09-16,158.08999633789062,40.45000076293945,102.47000122070312,396.67999267578125
2021-09-17,157.67999267578125,40.5,101.75,391.4599914550781
2021-09-20,152.9600067138672,39.11000061035156,98.62999725341797,378.1300048828125
2021-09-21,152.97999572753906,39.130001068115234,98.30000305175781,375.8399963378906
2021-09-22,155.91000366210938,40.13999938964844,100.80000305175781,385.4700012207031
2021-09-23,161.17999267578125,41.689998626708984,103.55000305175781,391.8599853515625
2021-09-24,163.0399932861328,42.13999938964844,102.91000366210938,390.8500061035156
2021-09-27,166.97999572753906,43.2599983215332,105.0999984741211,399.80999755859375
2021-09-28,166.0800018310547,43.15999984741211,102.04000091552734,389.5
2021-09-29,165.9499969482422,43.06999969482422,99.55000305175781,384.8900146484375
2021-09-30,163.69000244140625,42.45000076293945,97.30999755859375,378.0299987792969
2021-10-01,167.1300048828125,43.08000183105469,99.05000305175781,380.0
2021-10-04,166.9499969482422,43.34000015258789,97.1500015258789,374.1499938964844
2021-10-05,168.66000366210938,44.220001220703125,99.19999694824219,385.80999755859375
2021-10-06,169.02000427246094,44.2400016784668,99.0999984741211,388.04998779296875
2021-10-07,170.08999633789062,44.119998931884766,98.80000305175781,390.6199951171875
2021-10-08,170.22000122070312,44.34000015258789,100.04000091552734,392.80999755859375
2021-10-11,166.63999938964844,43.779998779296875,97.29000091552734,385.239990234375
2021-10-12,165.36000061035156,43.540000915527344,97.77999877929688,386.5299987792969
2021-10-13,161.0,43.13999938964844,98.56999969482422,386.30999755859375
2021-10-14,163.47000122070312,45.06999969482422,101.01000213623047,391.20001220703125
2021-10-15,166.61000061035156,46.369998931884766,102.13999938964844,406.07000732421875
2021-10-18,166.5500030517578,46.279998779296875,101.41000366210938,413.69000244140625
2021-10-19,168.57000732421875,46.47999954223633,101.75,412.1600036621094
2021-10-20,170.83999633789062,47.09000015258789,100.66000366210938,407.8900146484375
2021-10-21,169.5,46.83000183105469,100.27999877929688,407.5899963378906
2021-10-22,171.77999877929688,47.56999969482422,101.80000305175781,414.32000732421875
2021-10-25,170.94000244140625,47.5099983215332,101.91000366210938,414.75
2021-10-26,171.39999389648438,47.959999084472656,103.47000122070312,417.6099853515625
2021-10-27,167.8300018310547,47.040000915527344,101.87000274658203,410.989990234375
2021-10-28,170.36000061035156,47.779998779296875,102.5,414.82000732421875
2021-10-29,169.88999938964844,47.779998779296875,102.77999877929688,413.3500061035156
2021-11-01,169.8000030517578,47.849998474121094,104.0,416.70001220703125
2021-11-02,170.47000122070312,47.880001068115234,104.66000366210938,423.8500061035156
2021-11-03,170.52999877929688,48.369998931884766,102.61000061035156,417.8999938964844
2021-11-04,168.2899932861328,47.33000183105469,99.79000091552734,408.07000732421875
2021-11-05,168.0500030517578,46.970001220703125,99.87000274658203,407.0799865722656
2021-11-08,169.05999755859375,47.34000015258789,100.06999969482422,408.3399963378906
2021-11-09,167.77999877929688,46.880001068115234,99.70999908447266,405.3500061035156
2021-11-10,167.6199951171875,47.22999954223633,97.7699966430664,399.1199951171875
2021-11-11,167.61000061035156,47.4900016784668,98.87999725341797,402.3399963378906
2021-11-12,166.86000061035156,46.90999984741211,99.8499984741211,404.9100036621094
2021-11-15,166.55999755859375,47.04999923706055,100.20999908447266,404.80999755859375
2021-11-16,165.36000061035156,47.08000183105469,100.69000244140625,403.0899963378906
2021-11-17,164.47000122070312,46.5099983215332,97.68000030517578,391.54998779296875
2021-11-18,163.0500030517578,46.31999969482422,97.68000030517578,391.3699951171875
2021-11-19,160.9199981689453,45.400001525878906,96.91000366210938,387.3900146484375
2021-11-22,164.35000610351562,46.279998779296875,99.31999969482422,396.1600036621094
2021-11-23,168.27999877929688,47.5,101.86000061035156,406.3399963378906
2021-11-24,166.9600067138672,47.630001068115234,101.12000274658203,399.19000244140625
2021-11-26,161.92999267578125,45.7599983215332,97.93000030517578,389.3900146484375
2021-11-29,161.22999572753906,45.59000015258789,97.2300033569336,386.5400085449219
2021-11-30,158.8300018310547,44.470001220703125,94.81999969482422,380.989990234375
2021-12-01,157.88999938964844,43.84000015258789,95.26000213623047,376.4800109863281
2021-12-02,161.2100067138672,44.88999938964844,98.86000061035156,387.5400085449219
2021-12-03,158.2899932861328,43.869998931884766,98.20999908447266,382.7300109863281
2021-12-06,160.16000366210938,44.150001525878906,99.2699966430664,389.29998779296875
2021-12-07,162.57000732421875,44.709999084472656,102.5,400.1099853515625
2021-12-08,160.7100067138672,44.15999984741211,101.25,397.32000732421875
2021-12-09,160.4600067138672,44.4900016784668,100.58000183105469,396.489990234375
2021-12-10,159.82000732421875,44.52000045776367,98.43000030517578,391.05999755859375
2021-12-13,157.9199981689453,43.58000183105469,97.16999816894531,384.6400146484375
2021-12-14,159.1300048828125,44.130001068115234,98.81999969482422,388.82000732421875
2021-12-15,157.94000244140625,43.939998626708984,99.43000030517578,389.9100036621094
2021-12-16,160.41000366210938,45.0,100.30000305175781,397.3699951171875
2021-12-17,156.75999450683594,43.880001068115234,97.12999725341797,381.79998779296875
2021-12-20,153.94000244140625,43.15999984741211,95.37000274658203,371.6099853515625
2021-12-21,156.08999633789062,44.189998626708984,97.7699966430664,380.32000732421875
2021-12-22,156.6999969482422,44.279998779296875,98.30000305175781,382.3299865722656
2021-12-23,157.25999450683594,44.41999816894531,99.33999633789062,385.0400085449219
2021-12-27,158.16000366210938,44.63999938964844,100.4000015258789,388.0400085449219
2021-12-28,158.63999938964844,44.70000076293945,99.97000122070312,387.6099853515625
2021-12-29,158.55999755859375,44.630001068115234,98.7300033569336,386.20001220703125
2021-12-30,158.47999572753906,44.529998779296875,98.80000305175781,385.5199890136719
2021-12-31,158.35000610351562,44.4900016784668,98.16000366210938,382.54998779296875
